Russia,,Moscow,1,1,2019,-4.28
Russia,,Moscow,1,2,2019,-3
Russia,,Moscow,1,3,2019,-3.11
Russia,,Moscow,1,4,2019,-4.94
Russia,,Moscow,1,5,2019,-5.94
Russia,,Moscow,1,6,2019,-8.39
Russia,,Moscow,1,7,2019,-11.33
Russia,,Moscow,1,8,2019,-10.17
Russia,,Moscow,1,9,2019,-12.06
Russia,,Moscow,1,10,2019,-9.72
Russia,,Moscow,1,11,2019,-10.83
Russia,,Moscow,1,12,2019,-10.39
Russia,,Moscow,1,13,2019,-5.5
Russia,,Moscow,1,14,2019,-2.56
Russia,,Moscow,1,15,2019,-2.5
Russia,,Moscow,1,16,2019,-6.94
Russia,,Moscow,1,17,2019,-3.83
Russia,,Moscow,1,18,2019,0.83
Russia,,Moscow,1,19,2019,-6.11
Russia,,Moscow,1,20,2019,-5.28
Russia,,Moscow,1,21,2019,-8.44
Russia,,Moscow,1,22,2019,-14.89
Russia,,Moscow,1,23,2019,-14.64
Russia,,Moscow,1,24,2019,-14.39
Russia,,Moscow,1,25,2019,-13.44
Russia,,Moscow,1,26,2019,-11.56
Russia,,Moscow,1,27,2019,-8.78
Russia,,Moscow,1,28,2019,-8.11
Russia,,Moscow,1,29,2019,-3.56
Russia,,Moscow,1,30,2019,-3.11
Russia,,Moscow,1,31,2019,-0.06
Russia,,Moscow,2,1,2019,-3.61
Russia,,Moscow,2,2,2019,-4.44
Russia,,Moscow,2,3,2019,-1.56
Russia,,Moscow,2,4,2019,1.56
Russia,,Moscow,2,5,2019,-1.17
Russia,,Moscow,2,6,2019,-2.11
Russia,,Moscow,2,7,2019,-2.67
Russia,,Moscow,2,8,2019,-1.11
Russia,,Moscow,2,9,2019,-2.39
Russia,,Moscow,2,10,2019,-4.78
Russia,,Moscow,2,11,2019,-2.11
Russia,,Moscow,2,12,2019,0.06
Russia,,Moscow,2,13,2019,-1.61
Russia,,Moscow,2,14,2019,-3.72
Russia,,Moscow,2,15,2019,0.56
Russia,,Moscow,2,16,2019,1.72
Russia,,Moscow,2,17,2019,1.39
Russia,,Moscow,2,18,2019,-3.11
Russia,,Moscow,2,19,2019,-3.78
Russia,,Moscow,2,20,2019,0.78
Russia,,Moscow,2,21,2019,-4.28
Russia,,Moscow,2,22,2019,-8.72
Russia,,Moscow,2,23,2019,-7.78
Russia,,Moscow,2,24,2019,-2.11
Russia,,Moscow,2,25,2019,1.06
Russia,,Moscow,2,26,2019,0.78
Russia,,Moscow,2,27,2019,-2.33
Russia,,Moscow,2,28,2019,0.39
Russia,,Moscow,3,1,2019,-1.17
Russia,,Moscow,3,2,2019,-7.61
Russia,,Moscow,3,3,2019,-4.94
Russia,,Moscow,3,4,2019,-1.89
Russia,,Moscow,3,5,2019,2.56
Russia,,Moscow,3,6,2019,-4.11
Russia,,Moscow,3,7,2019,-5.56
Russia,,Moscow,3,8,2019,0.5
Russia,,Moscow,3,9,2019,2.61
Russia,,Moscow,3,10,2019,1.61
Russia,,Moscow,3,11,2019,1.06
Russia,,Moscow,3,12,2019,-2.28
Russia,,Moscow,3,13,2019,-5.67
Russia,,Moscow,3,14,2019,-2.72
Russia,,Moscow,3,15,2019,0.28
Russia,,Moscow,3,16,2019,-0.67
Russia,,Moscow,3,17,2019,0.28
Russia,,Moscow,3,18,2019,2.61
Russia,,Moscow,3,19,2019,2.56
Russia,,Moscow,3,20,2019,2.5
Russia,,Moscow,3,21,2019,0.94
Russia,,Moscow,3,22,2019,0.61
Russia,,Moscow,3,23,2019,1.61
Russia,,Moscow,3,24,2019,0.17
Russia,,Moscow,3,25,2019,2.11
Russia,,Moscow,3,26,2019,1.89
Russia,,Moscow,3,27,2019,-0.94
Russia,,Moscow,3,28,2019,0.22
Russia,,Moscow,3,29,2019,1.06
Russia,,Moscow,3,30,2019,5.22
Russia,,Moscow,3,31,2019,8.72
Russia,,Moscow,4,1,2019,2.28
Russia,,Moscow,4,2,2019,2.5
Russia,,Moscow,4,3,2019,4.11
Russia,,Moscow,4,4,2019,4.44
Russia,,Moscow,4,5,2019,4.22
Russia,,Moscow,4,6,2019,3.78
Russia,,Moscow,4,7,2019,3.72
Russia,,Moscow,4,8,2019,6.44
Russia,,Moscow,4,9,2019,11.56
Russia,,Moscow,4,10,2019,8.06
Russia,,Moscow,4,11,2019,5.89
Russia,,Moscow,4,12,2019,3.44
Russia,,Moscow,4,13,2019,3.56
Russia,,Moscow,4,14,2019,1.56
Russia,,Moscow,4,15,2019,5.44
Russia,,Moscow,4,16,2019,7.56
Russia,,Moscow,4,17,2019,6.78
Russia,,Moscow,4,18,2019,6.89
Russia,,Moscow,4,19,2019,7.39
Russia,,Moscow,4,20,2019,7.78
Russia,,Moscow,4,21,2019,12.06
Russia,,Moscow,4,22,2019,13.11
Russia,,Moscow,4,23,2019,13.61
Russia,,Moscow,4,24,2019,15.67
Russia,,Moscow,4,25,2019,17.72
Russia,,Moscow,4,26,2019,17.5
Russia,,Moscow,4,27,2019,17.39
Russia,,Moscow,4,28,2019,8.94
Russia,,Moscow,4,29,2019,6.22
Russia,,Moscow,4,30,2019,8.11
Russia,,Moscow,5,1,2019,10.06
Russia,,Moscow,5,2,2019,7.56
Russia,,Moscow,5,3,2019,11.06
Russia,,Moscow,5,4,2019,9.56
Russia,,Moscow,5,5,2019,13
Russia,,Moscow,5,6,2019,17.83
Russia,,Moscow,5,7,2019,19.22
Russia,,Moscow,5,8,2019,15.72
Russia,,Moscow,5,9,2019,14.56
Russia,,Moscow,5,10,2019,19.06
Russia,,Moscow,5,11,2019,16.94
Russia,,Moscow,5,12,2019,16.94
Russia,,Moscow,5,13,2019,17.22
Russia,,Moscow,5,14,2019,16.28
Russia,,Moscow,5,15,2019,15.89
Russia,,Moscow,5,16,2019,16.14
Russia,,Moscow,5,17,2019,16.28
Russia,,Moscow,5,18,2019,16.83
Russia,,Moscow,5,19,2019,17.22
Russia,,Moscow,5,20,2019,16.39
Russia,,Moscow,5,21,2019,17.67
Russia,,Moscow,5,22,2019,19.72
Russia,,Moscow,5,23,2019,17.28
Russia,,Moscow,5,24,2019,12.33
Russia,,Moscow,5,25,2019,14.83
Russia,,Moscow,5,26,2019,17.28
Russia,,Moscow,5,27,2019,16.39
Russia,,Moscow,5,28,2019,21.33
Russia,,Moscow,5,29,2019,22.78
Russia,,Moscow,5,30,2019,20.44
Russia,,Moscow,5,31,2019,18.94
Russia,,Moscow,6,1,2019,17.61
Russia,,Moscow,6,2,2019,18.89
Russia,,Moscow,6,3,2019,16.56
Russia,,Moscow,6,4,2019,17.06
Russia,,Moscow,6,5,2019,19.78
Russia,,Moscow,6,6,2019,22.17
Russia,,Moscow,6,7,2019,23.89
Russia,,Moscow,6,8,2019,24.94
Russia,,Moscow,6,9,2019,25.06
Russia,,Moscow,6,10,2019,22.61
Russia,,Moscow,6,11,2019,22.89
Russia,,Moscow,6,12,2019,19.89
Russia,,Moscow,6,13,2019,15.22
Russia,,Moscow,6,14,2019,16.94
Russia,,Moscow,6,15,2019,16.28
Russia,,Moscow,6,16,2019,17.33
Russia,,Moscow,6,17,2019,20.61
Russia,,Moscow,6,18,2019,21.78
Russia,,Moscow,6,19,2019,22.22
Russia,,Moscow,6,20,2019,23.72
Russia,,Moscow,6,21,2019,24.5
Russia,,Moscow,6,22,2019,24.78
Russia,,Moscow,6,23,2019,21.06
Russia,,Moscow,6,24,2019,20.56
Russia,,Moscow,6,25,2019,19.11
Russia,,Moscow,6,26,2019,16.89
Russia,,Moscow,6,27,2019,14.17
Russia,,Moscow,6,28,2019,12.44
Russia,,Moscow,6,29,2019,10.44
Russia,,Moscow,6,30,2019,14.06
Russia,,Moscow,7,1,2019,19.89
Russia,,Moscow,7,2,2019,18.67
Russia,,Moscow,7,3,2019,14.94
Russia,,Moscow,7,4,2019,13.28
Russia,,Moscow,7,5,2019,14.78
Russia,,Moscow,7,6,2019,13.56
Russia,,Moscow,7,7,2019,14.22
Russia,,Moscow,7,8,2019,16.89
Russia,,Moscow,7,9,2019,15.78
Russia,,Moscow,7,10,2019,13.94
Russia,,Moscow,7,11,2019,14.5
Russia,,Moscow,7,12,2019,12.61
Russia,,Moscow,7,13,2019,14.28
Russia,,Moscow,7,14,2019,15.17
Russia,,Moscow,7,15,2019,15.61
Russia,,Moscow,7,16,2019,15.72
Russia,,Moscow,7,17,2019,15.94
Russia,,Moscow,7,18,2019,16.06
Russia,,Moscow,7,19,2019,15.67
Russia,,Moscow,7,20,2019,16.78
Russia,,Moscow,7,21,2019,18.06
Russia,,Moscow,7,22,2019,19.78
Russia,,Moscow,7,23,2019,18.06
Russia,,Moscow,7,24,2019,17.11
Russia,,Moscow,7,25,2019,18.28
Russia,,Moscow,7,26,2019,23.17
Russia,,Moscow,7,27,2019,23.61
Russia,,Moscow,7,28,2019,21.72
Russia,,Moscow,7,29,2019,13.72
Russia,,Moscow,7,30,2019,12.11
Russia,,Moscow,7,31,2019,10.94
Russia,,Moscow,8,1,2019,12.44
Russia,,Moscow,8,2,2019,11.94
Russia,,Moscow,8,3,2019,13.56
Russia,,Moscow,8,4,2019,10.89
Russia,,Moscow,8,5,2019,10.22
Russia,,Moscow,8,6,2019,14.22
Russia,,Moscow,8,7,2019,16.39
Russia,,Moscow,8,8,2019,19.61
Russia,,Moscow,8,9,2019,15.17
Russia,,Moscow,8,10,2019,13.56
Russia,,Moscow,8,11,2019,14.89
Russia,,Moscow,8,12,2019,16.61
Russia,,Moscow,8,13,2019,18.89
Russia,,Moscow,8,14,2019,19.56
Russia,,Moscow,8,15,2019,18.17
Russia,,Moscow,8,16,2019,15.78
Russia,,Moscow,8,17,2019,15.33
Russia,,Moscow,8,18,2019,17.56
Russia,,Moscow,8,19,2019,16.44
Russia,,Moscow,8,20,2019,21
Russia,,Moscow,8,21,2019,21.33
Russia,,Moscow,8,22,2019,18.61
Russia,,Moscow,8,23,2019,17.11
Russia,,Moscow,8,24,2019,17.78
Russia,,Moscow,8,25,2019,15.89
Russia,,Moscow,8,26,2019,16.67
Russia,,Moscow,8,27,2019,17.33
Russia,,Moscow,8,28,2019,13.78
Russia,,Moscow,8,29,2019,15.5
Russia,,Moscow,8,30,2019,17.17
Russia,,Moscow,8,31,2019,17.06
Russia,,Moscow,9,1,2019,17.44
Russia,,Moscow,9,2,2019,18.11
Russia,,Moscow,9,3,2019,18.94
Russia,,Moscow,9,4,2019,18.78
Russia,,Moscow,9,5,2019,15.22
Russia,,Moscow,9,6,2019,16.83
Russia,,Moscow,9,7,2019,17.11
Russia,,Moscow,9,8,2019,17.22
Russia,,Moscow,9,9,2019,18
Russia,,Moscow,9,10,2019,18.78
Russia,,Moscow,9,11,2019,19.22
Russia,,Moscow,9,12,2019,18.72
Russia,,Moscow,9,13,2019,17.89
Russia,,Moscow,9,14,2019,12.72
Russia,,Moscow,9,15,2019,9.44
Russia,,Moscow,9,16,2019,11.22
Russia,,Moscow,9,17,2019,9.11
Russia,,Moscow,9,18,2019,8
Russia,,Moscow,9,19,2019,7.89
Russia,,Moscow,9,20,2019,5.94
Russia,,Moscow,9,21,2019,5
Russia,,Moscow,9,22,2019,4.83
